Species	Change	Locus_tag	COG_categories	COG_numbers	KO_numbers	COG_annotations
F. prausnitzii	UP	FAEPRAA2165_RS12865	[R] General function prediction only	COG1033	KO:K07003	Predicted exporter protein, RND superfamily
F. prausnitzii	UP	FAEPRAA2165_RS12870			KO:K01421	
F. prausnitzii	UP	FAEPRAA2165_RS12880	[S] Function unknown	COG3610		Uncharacterized membrane protein YjjB, DUF3815 family
F. prausnitzii	DOWN	FAEPRAA2165_RS12930				
F. prausnitzii	DOWN	FAEPRAA2165_RS12935	[G] Carbohydrate transport and metabolism	COG3839	KO:K10112	ABC-type sugar transport system, ATPase component
F. prausnitzii	UP	FAEPRAA2165_RS12985	[P] Inorganic ion transport and metabolism - [H] Coenzyme transport and metabolism	COG1120	KO:K02013	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component
F. prausnitzii	DOWN	FAEPRAA2165_RS13000				
F. prausnitzii	DOWN	FAEPRAA2165_RS13005	[G] Carbohydrate transport and metabolism	COG1653	KO:K02027	ABC-type glycerol-3-phosphate transport system, periplasmic component
F. prausnitzii	UP	FAEPRAA2165_RS13200	[J] Translation, ribosomal structure and biogenesis	COG0292	KO:K02887	Ribosomal protein L20
F. prausnitzii	UP	FAEPRAA2165_RS13205	[J] Translation, ribosomal structure and biogenesis	COG0291	KO:K02916	Ribosomal protein L35
F. prausnitzii	DOWN	FAEPRAA2165_RS13230	[T] Signal transduction mechanisms	COG0642		Signal transduction histidine kinase
F. prausnitzii	DOWN	FAEPRAA2165_RS13235	[K] Transcription - [T] Signal transduction mechanisms	COG0745		DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
F. prausnitzii	DOWN	FAEPRAA2165_RS13240				
F. prausnitzii	DOWN	FAEPRAA2165_RS13245	[M] Cell wall/membrane/envelope biogenesis	COG0451	KO:K00091	Nucleoside-diphosphate-sugar epimerase
F. prausnitzii	DOWN	FAEPRAA2165_RS13250	[R] General function prediction only - [I] Lipid transport and metabolism - [Q] Secondary metabolites biosynthesis, transport and catabolism	COG1028		NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
F. prausnitzii	DOWN	FAEPRAA2165_RS13325	[S] Function unknown	COG4443		Uncharacterized protein
F. prausnitzii	DOWN	FAEPRAA2165_RS13330				
F. prausnitzii	DOWN	FAEPRAA2165_RS13425	[T] Signal transduction mechanisms - [K] Transcription	COG0745	KO:K07667	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
F. prausnitzii	DOWN	FAEPRAA2165_RS13430			KO:K07646	
F. prausnitzii	DOWN	FAEPRAA2165_RS13450	[V] Defense mechanisms	COG1131	KO:K01990	ABC-type multidrug transport system, ATPase component
F. prausnitzii	DOWN	FAEPRAA2165_RS13455				
F. prausnitzii	UP	FAEPRAA2165_RS13480	[P] Inorganic ion transport and metabolism - [E] Amino acid transport and metabolism	COG1173	KO:K15586	ABC-type dipeptide/oligopeptide/nickel transport system, permease component
F. prausnitzii	UP	FAEPRAA2165_RS13490	[E] Amino acid transport and metabolism	COG0747	KO:K15584	ABC-type transport system, periplasmic component
F. prausnitzii	UP	FAEPRAA2165_RS13510	[V] Defense mechanisms	COG1132	KO:K06147	ABC-type multidrug transport system, ATPase and permease component
F. prausnitzii	UP	FAEPRAA2165_RS13515	[V] Defense mechanisms	COG1132	KO:K06147	ABC-type multidrug transport system, ATPase and permease component
F. prausnitzii	UP	FAEPRAA2165_RS13700				
F. prausnitzii	UP	FAEPRAA2165_RS13735				
F. prausnitzii	DOWN	FAEPRAA2165_RS13745				
F. prausnitzii	UP	FAEPRAA2165_RS13775				
F. prausnitzii	DOWN	FAEPRAA2165_RS13840	[T] Signal transduction mechanisms - [K] Transcription	COG0745		DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
F. prausnitzii	DOWN	FAEPRAA2165_RS13845				
F. prausnitzii	DOWN	FAEPRAA2165_RS13850	[M] Cell wall/membrane/envelope biogenesis	COG1136	KO:K02003	ABC-type lipoprotein export system, ATPase component
F. prausnitzii	DOWN	FAEPRAA2165_RS13855			KO:K02004	
F. prausnitzii	UP	FAEPRAA2165_RS14060	[E] Amino acid transport and metabolism	COG1126	KO:K02028	ABC-type polar amino acid transport system, ATPase component
F. prausnitzii	DOWN	FAEPRAA2165_RS14375	[G] Carbohydrate transport and metabolism	COG0524	KO:K00874	Sugar or nucleoside kinase, ribokinase family
F. prausnitzii	UP	FAEPRAA2165_RS14420				
F. prausnitzii	UP	FAEPRAA2165_RS14430	[K] Transcription	COG1695	KO:K10947	DNA-binding transcriptional regulator, PadR family
F. prausnitzii	UP	FAEPRAA2165_RS14470	[K] Transcription	COG1959		DNA-binding transcriptional regulator, IscR family
F. prausnitzii	DOWN	FAEPRAA2165_RS14525			KO:K03545	
F. prausnitzii	DOWN	FAEPRAA2165_RS14540	[M] Cell wall/membrane/envelope biogenesis	COG2385	KO:K06381	Peptidoglycan hydrolase (amidase) enhancer domain
F. prausnitzii	DOWN	FAEPRAA2165_RS14570				
F. prausnitzii	DOWN	FAEPRAA2165_RS14575	[G] Carbohydrate transport and metabolism	COG0205	KO:K00850	6-phosphofructokinase
F. prausnitzii	DOWN	FAEPRAA2165_RS14610	[J] Translation, ribosomal structure and biogenesis	COG2262	KO:K03665	50S ribosomal subunit-associated GTPase HflX
F. prausnitzii	DOWN	FAEPRAA2165_RS14615	[O] Posttranslational modification, protein turnover, chaperones - [J] Translation, ribosomal structure and biogenesis	COG1670	KO:K03790	Protein N-acetyltransferase, RimJ/RimL family
F. prausnitzii	DOWN	FAEPRAA2165_RS14955				
F. prausnitzii	UP	FAEPRAA2165_RS14970	[L] Replication, recombination and repair	COG3598		RecA-family ATPase
F. prausnitzii	UP	FAEPRAA2165_RS15010				
F. prausnitzii	DOWN	FAEPRAA2165_RS15015	[U] Intracellular trafficking, secretion, and vesicular transport	COG1826	KO:K03117	Sec-independent protein translocase protein TatA
F. prausnitzii	DOWN	FAEPRAA2165_RS15030				
F. prausnitzii	DOWN	FAEPRAA2165_RS15210				
F. prausnitzii	DOWN	FAEPRAA2165_RS15270				
F. prausnitzii	DOWN	FAEPRAA2165_RS15485				
F. prausnitzii	DOWN	FAEPRAA2165_RS15680				
F. prausnitzii	DOWN	FAEPRAA2165_RS15685				
F. prausnitzii	DOWN	FAEPRAA2165_RS15690				
F. prausnitzii	UP	FAEPRAA2165_RS15835				
R. intestinalis	DOWN	ROSINTL182_RS00010				
R. intestinalis	DOWN	ROSINTL182_RS00070				
R. intestinalis	DOWN	ROSINTL182_RS00075	[F] Nucleotide transport and metabolism	COG0519	KO:K01951	GMP synthase, PP-ATPase domain/subunit
R. intestinalis	DOWN	ROSINTL182_RS00205	[E] Amino acid transport and metabolism - [F] Nucleotide transport and metabolism	COG0458	KO:K01955	Carbamoylphosphate synthase large subunit
R. intestinalis	DOWN	ROSINTL182_RS00210	[F] Nucleotide transport and metabolism - [E] Amino acid transport and metabolism	COG0505	KO:K01956	Carbamoylphosphate synthase small subunit
R. intestinalis	UP	ROSINTL182_RS00225	[E] Amino acid transport and metabolism	COG0460	KO:K00003	Homoserine dehydrogenase
R. intestinalis	UP	ROSINTL182_RS00305				
R. intestinalis	DOWN	ROSINTL182_RS00315	[M] Cell wall/membrane/envelope biogenesis	COG0791		Cell wall-associated hydrolase, NlpC family
R. intestinalis	UP	ROSINTL182_RS00325				
R. intestinalis	UP	ROSINTL182_RS00355	[M] Cell wall/membrane/envelope biogenesis	COG5009	KO:K05366	Membrane carboxypeptidase/penicillin-binding protein
R. intestinalis	DOWN	ROSINTL182_RS00430	[E] Amino acid transport and metabolism	COG3968	KO:K01915	Glutamine synthetase type III
R. intestinalis	DOWN	ROSINTL182_RS00435	[G] Carbohydrate transport and metabolism	COG0191	KO:K01624	Fructose/tagatose bisphosphate aldolase
R. intestinalis	DOWN	ROSINTL182_RS00595	[C] Energy production and conversion	COG0356	KO:K02108	FoF1-type ATP synthase, membrane subunit a
R. intestinalis	DOWN	ROSINTL182_RS00605	[C] Energy production and conversion	COG0711	KO:K02109	FoF1-type ATP synthase, membrane subunit b or b'
R. intestinalis	DOWN	ROSINTL182_RS00610	[C] Energy production and conversion	COG0712	KO:K02113	FoF1-type ATP synthase, delta subunit
R. intestinalis	DOWN	ROSINTL182_RS00615	[C] Energy production and conversion	COG0056	KO:K02111	FoF1-type ATP synthase, alpha subunit
R. intestinalis	DOWN	ROSINTL182_RS00620	[C] Energy production and conversion	COG0224	KO:K02115	FoF1-type ATP synthase, gamma subunit
R. intestinalis	DOWN	ROSINTL182_RS00625	[C] Energy production and conversion	COG0055	KO:K02112	FoF1-type ATP synthase, beta subunit
R. intestinalis	DOWN	ROSINTL182_RS00630	[C] Energy production and conversion	COG0355	KO:K02114	FoF1-type ATP synthase, epsilon subunit
R. intestinalis	UP	ROSINTL182_RS00695	[E] Amino acid transport and metabolism	COG0334	KO:K00262	Glutamate dehydrogenase/leucine dehydrogenase
R. intestinalis	DOWN	ROSINTL182_RS00775	[I] Lipid transport and metabolism - [Q] Secondary metabolites biosynthesis, transport and catabolism	COG0236	KO:K02078	Acyl carrier protein
R. intestinalis	DOWN	ROSINTL182_RS00790	[O] Posttranslational modification, protein turnover, chaperones	COG1310		Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif
R. intestinalis	UP	ROSINTL182_RS00945	[H] Coenzyme transport and metabolism	COG1521	KO:K03525	Pantothenate kinase type III
R. intestinalis	UP	ROSINTL182_RS00970			KO:K07027	
R. intestinalis	UP	ROSINTL182_RS00980				
R. intestinalis	UP	ROSINTL182_RS01000				
R. intestinalis	DOWN	ROSINTL182_RS01045				
R. intestinalis	UP	ROSINTL182_RS01065				
R. intestinalis	UP	ROSINTL182_RS01150	[N] Cell motility - [K] Transcription - [T] Signal transduction mechanisms	COG4862	KO:K16511	Negative regulator of genetic competence, sporulation and motility
R. intestinalis	UP	ROSINTL182_RS01180				
R. intestinalis	DOWN	ROSINTL182_RS01190				
R. intestinalis	UP	ROSINTL182_RS01210	[T] Signal transduction mechanisms - [K] Transcription	COG0745		DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
R. intestinalis	UP	ROSINTL182_RS01215	[M] Cell wall/membrane/envelope biogenesis	COG1316		Anionic cell wall polymer biosynthesis enzyme,  LytR-Cps2A-Psr (LCP) family
R. intestinalis	DOWN	ROSINTL182_RS01240	[J] Translation, ribosomal structure and biogenesis	COG0441	KO:K01868	Threonyl-tRNA synthetase
R. intestinalis	DOWN	ROSINTL182_RS01305	[G] Carbohydrate transport and metabolism	COG1080	KO:K08483	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
R. intestinalis	DOWN	ROSINTL182_RS01310	[G] Carbohydrate transport and metabolism - [T] Signal transduction mechanisms	COG1925	KO:K11189	Phosphotransferase system, HPr and related phosphotransfer proteins
R. intestinalis	DOWN	ROSINTL182_RS01315	[G] Carbohydrate transport and metabolism	COG1299	KO:K02770	Phosphotransferase system, fructose-specific IIC component
R. intestinalis	UP	ROSINTL182_RS01355	[L] Replication, recombination and repair	COG0863		DNA modification methylase
R. intestinalis	UP	ROSINTL182_RS01445			KO:K06405	
R. intestinalis	UP	ROSINTL182_RS01690				
R. intestinalis	UP	ROSINTL182_RS01695	[K] Transcription	COG1414		DNA-binding transcriptional regulator, IclR family
R. intestinalis	UP	ROSINTL182_RS01700	[G] Carbohydrate transport and metabolism	COG0800	KO:K01625	2-keto-3-deoxy-6-phosphogluconate aldolase
R. intestinalis	UP	ROSINTL182_RS01705	[R] General function prediction only - [G] Carbohydrate transport and metabolism - [F] Nucleotide transport and metabolism	COG0537		Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
R. intestinalis	UP	ROSINTL182_RS01730				
R. intestinalis	UP	ROSINTL182_RS01735				
R. intestinalis	DOWN	ROSINTL182_RS01800	[T] Signal transduction mechanisms	COG2200		EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)
R. intestinalis	UP	ROSINTL182_RS02040	[R] General function prediction only - [G] Carbohydrate transport and metabolism	COG0637	KO:K01838	Beta-phosphoglucomutase or related phosphatase, HAD superfamily
R. intestinalis	UP	ROSINTL182_RS02055	[O] Posttranslational modification, protein turnover, chaperones	COG0542	KO:K03695	ATP-dependent Clp protease ATP-binding subunit ClpA
R. intestinalis	DOWN	ROSINTL182_RS02170				
R. intestinalis	DOWN	ROSINTL182_RS02220	[M] Cell wall/membrane/envelope biogenesis	COG0449	KO:K00820	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
R. intestinalis	DOWN	ROSINTL182_RS02245	[T] Signal transduction mechanisms	COG2972	KO:K07718	Sensor histidine kinase YesM
R. intestinalis	DOWN	ROSINTL182_RS02250	[T] Signal transduction mechanisms - [K] Transcription	COG4753	KO:K07720	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains
R. intestinalis	DOWN	ROSINTL182_RS02255				
R. intestinalis	DOWN	ROSINTL182_RS02260	[G] Carbohydrate transport and metabolism	COG4211	KO:K10541	ABC-type glucose/galactose transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS02265	[G] Carbohydrate transport and metabolism	COG1129	KO:K10542	ABC-type sugar transport system, ATPase component
R. intestinalis	DOWN	ROSINTL182_RS02270	[G] Carbohydrate transport and metabolism	COG1879	KO:K10540	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain
R. intestinalis	UP	ROSINTL182_RS02300	[E] Amino acid transport and metabolism	COG2309		Leucyl aminopeptidase (aminopeptidase T)
R. intestinalis	DOWN	ROSINTL182_RS02410	[J] Translation, ribosomal structure and biogenesis	COG0172	KO:K01875	Seryl-tRNA synthetase
R. intestinalis	UP	ROSINTL182_RS02420	[V] Defense mechanisms	COG0577	KO:K02004	ABC-type antimicrobial peptide transport system, permease component
R. intestinalis	UP	ROSINTL182_RS02430	[M] Cell wall/membrane/envelope biogenesis	COG1136	KO:K02003	ABC-type lipoprotein export system, ATPase component
R. intestinalis	UP	ROSINTL182_RS02435	[M] Cell wall/membrane/envelope biogenesis - [V] Defense mechanisms	COG0845	KO:K02005	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
R. intestinalis	DOWN	ROSINTL182_RS02615	[J] Translation, ribosomal structure and biogenesis	COG0222	KO:K02935	Ribosomal protein L7/L12
R. intestinalis	UP	ROSINTL182_RS02725	[M] Cell wall/membrane/envelope biogenesis	COG2089	KO:K01654 - KO:K15898	Sialic acid synthase SpsE, contains C-terminal SAF domain
R. intestinalis	UP	ROSINTL182_RS02745	[I] Lipid transport and metabolism	COG0245	KO:K01770	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
R. intestinalis	UP	ROSINTL182_RS02750	[R] General function prediction only	COG2333	KO:K02238	Metal-dependent hydrolase, beta-lactamase superfamily II
R. intestinalis	UP	ROSINTL182_RS03050	[G] Carbohydrate transport and metabolism	COG0524	KO:K00874	Sugar or nucleoside kinase, ribokinase family
R. intestinalis	UP	ROSINTL182_RS03055	[G] Carbohydrate transport and metabolism	COG0524	KO:K00874	Sugar or nucleoside kinase, ribokinase family
R. intestinalis	UP	ROSINTL182_RS03075	[G] Carbohydrate transport and metabolism	COG0058	KO:K00688	Glucan phosphorylase
R. intestinalis	UP	ROSINTL182_RS03145	[G] Carbohydrate transport and metabolism - [M] Cell wall/membrane/envelope biogenesis	COG0726		Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family
R. intestinalis	UP	ROSINTL182_RS03150	[P] Inorganic ion transport and metabolism - [C] Energy production and conversion	COG1668	KO:K09696	ABC-type Na+ efflux pump, permease component
R. intestinalis	DOWN	ROSINTL182_RS03185	[I] Lipid transport and metabolism	COG1024	KO:K01715	Enoyl-CoA hydratase/carnithine racemase
R. intestinalis	UP	ROSINTL182_RS03245	[E] Amino acid transport and metabolism - [K] Transcription	COG1167		DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain
R. intestinalis	DOWN	ROSINTL182_RS03255	[M] Cell wall/membrane/envelope biogenesis	COG0771	KO:K01925	UDP-N-acetylmuramoylalanine-D-glutamate ligase
R. intestinalis	DOWN	ROSINTL182_RS03320				
R. intestinalis	DOWN	ROSINTL182_RS03325	[K] Transcription	COG3682		Predicted transcriptional regulator
R. intestinalis	DOWN	ROSINTL182_RS03330	[M] Cell wall/membrane/envelope biogenesis	COG0836	KO:K00971	Mannose-1-phosphate guanylyltransferase
R. intestinalis	DOWN	ROSINTL182_RS03335	[M] Cell wall/membrane/envelope biogenesis	COG0451	KO:K02377	Nucleoside-diphosphate-sugar epimerase
R. intestinalis	DOWN	ROSINTL182_RS03340	[M] Cell wall/membrane/envelope biogenesis	COG1089	KO:K01711	GDP-D-mannose dehydratase
R. intestinalis	DOWN	ROSINTL182_RS03440				
R. intestinalis	DOWN	ROSINTL182_RS03490	[P] Inorganic ion transport and metabolism	COG0168	KO:K03498	Trk-type K+ transport system, membrane component
R. intestinalis	UP	ROSINTL182_RS03510	[F] Nucleotide transport and metabolism	COG1102		Cytidylate kinase
R. intestinalis	UP	ROSINTL182_RS03515	[E] Amino acid transport and metabolism	COG0410	KO:K01996	ABC-type branched-chain amino acid transport system, ATPase component
R. intestinalis	UP	ROSINTL182_RS03535	[E] Amino acid transport and metabolism	COG0683	KO:K01999	ABC-type branched-chain amino acid transport system, periplasmic component
R. intestinalis	UP	ROSINTL182_RS03570	[E] Amino acid transport and metabolism	COG0747	KO:K02035	ABC-type transport system, periplasmic component
R. intestinalis	DOWN	ROSINTL182_RS03665			KO:K00931	
R. intestinalis	UP	ROSINTL182_RS03715	[O] Posttranslational modification, protein turnover, chaperones	COG0826	KO:K08303	Collagenase-like protease, PrtC family
R. intestinalis	UP	ROSINTL182_RS03860			KO:K05364	
R. intestinalis	UP	ROSINTL182_RS03940	[G] Carbohydrate transport and metabolism	COG0395	KO:K17320	ABC-type glycerol-3-phosphate transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS03980	[J] Translation, ribosomal structure and biogenesis	COG0227	KO:K02902	Ribosomal protein L28
R. intestinalis	UP	ROSINTL182_RS04015	[J] Translation, ribosomal structure and biogenesis	COG1293		Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains
R. intestinalis	UP	ROSINTL182_RS04030				
R. intestinalis	DOWN	ROSINTL182_RS04210	[R] General function prediction only	COG1032		Radical SAM superfamily enzyme YgiQ, UPF0313 family
R. intestinalis	UP	ROSINTL182_RS04245	[D] Cell cycle control, cell division, chromosome partitioning - [L] Replication, recombination and repair	COG0536	KO:K03979	GTPase involved in cell partioning and DNA repair
R. intestinalis	UP	ROSINTL182_RS04250	[J] Translation, ribosomal structure and biogenesis	COG1534	KO:K07574	RNA-binding protein YhbY
R. intestinalis	DOWN	ROSINTL182_RS04420	[D] Cell cycle control, cell division, chromosome partitioning	COG0206	KO:K03531	Cell division GTPase FtsZ
R. intestinalis	DOWN	ROSINTL182_RS04445	[M] Cell wall/membrane/envelope biogenesis - [D] Cell cycle control, cell division, chromosome partitioning	COG0768	KO:K08384	Cell division protein FtsI/penicillin-binding protein 2
R. intestinalis	DOWN	ROSINTL182_RS04450	[M] Cell wall/membrane/envelope biogenesis - [D] Cell cycle control, cell division, chromosome partitioning	COG0768	KO:K08384	Cell division protein FtsI/penicillin-binding protein 2
R. intestinalis	DOWN	ROSINTL182_RS04460	[J] Translation, ribosomal structure and biogenesis	COG0275	KO:K03438	16S rRNA C1402 N4-methylase RsmH
R. intestinalis	DOWN	ROSINTL182_RS04465	[J] Translation, ribosomal structure and biogenesis	COG2001	KO:K03925	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity
R. intestinalis	UP	ROSINTL182_RS04500	[K] Transcription	COG1846		DNA-binding transcriptional regulator, MarR family
R. intestinalis	UP	ROSINTL182_RS04520	[H] Coenzyme transport and metabolism	COG1011	KO:K07025	FMN phosphatase YigB, HAD superfamily
R. intestinalis	UP	ROSINTL182_RS04525	[F] Nucleotide transport and metabolism	COG0104	KO:K01939	Adenylosuccinate synthase
R. intestinalis	UP	ROSINTL182_RS04565				
R. intestinalis	UP	ROSINTL182_RS04585				
R. intestinalis	UP	ROSINTL182_RS04720				
R. intestinalis	UP	ROSINTL182_RS04780	[J] Translation, ribosomal structure and biogenesis - [U] Intracellular trafficking, secretion, and vesicular transport	COG0252	KO:K01424	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
R. intestinalis	UP	ROSINTL182_RS04785	[E] Amino acid transport and metabolism	COG2008	KO:K01620	Threonine aldolase
R. intestinalis	UP	ROSINTL182_RS04855	[P] Inorganic ion transport and metabolism	COG0659		Sulfate permease or related transporter, MFS superfamily
R. intestinalis	DOWN	ROSINTL182_RS04980	[V] Defense mechanisms	COG3853		Uncharacterized conserved protein YaaN involved in tellurite resistance
R. intestinalis	UP	ROSINTL182_RS05035	[G] Carbohydrate transport and metabolism	COG0148	KO:K01689	Enolase
R. intestinalis	UP	ROSINTL182_RS05040	[M] Cell wall/membrane/envelope biogenesis	COG1136	KO:K02003	ABC-type lipoprotein export system, ATPase component
R. intestinalis	DOWN	ROSINTL182_RS05080	[G] Carbohydrate transport and metabolism	COG1501	KO:K01187	Alpha-glucosidase, glycosyl hydrolase family GH31
R. intestinalis	DOWN	ROSINTL182_RS05105	[E] Amino acid transport and metabolism - [F] Nucleotide transport and metabolism	COG0462	KO:K00948	Phosphoribosylpyrophosphate synthetase
R. intestinalis	DOWN	ROSINTL182_RS05130	[G] Carbohydrate transport and metabolism	COG0448	KO:K00975	ADP-glucose pyrophosphorylase
R. intestinalis	DOWN	ROSINTL182_RS05135	[G] Carbohydrate transport and metabolism	COG0448	KO:K00975	ADP-glucose pyrophosphorylase
R. intestinalis	DOWN	ROSINTL182_RS05140	[D] Cell cycle control, cell division, chromosome partitioning	COG2088	KO:K06412	DNA-binding protein SpoVG, cell septation regulator
R. intestinalis	UP	ROSINTL182_RS05205	[T] Signal transduction mechanisms	COG0642		Signal transduction histidine kinase
R. intestinalis	UP	ROSINTL182_RS05210	[K] Transcription - [T] Signal transduction mechanisms	COG0745		DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
R. intestinalis	UP	ROSINTL182_RS05230	[T] Signal transduction mechanisms	COG2199		GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
R. intestinalis	DOWN	ROSINTL182_RS05360	[G] Carbohydrate transport and metabolism	COG0366	KO:K01187	Glycosidase
R. intestinalis	UP	ROSINTL182_RS05430	[R] General function prediction only	COG1033	KO:K07003	Predicted exporter protein, RND superfamily
R. intestinalis	UP	ROSINTL182_RS05435			KO:K01421	
R. intestinalis	UP	ROSINTL182_RS05440	[P] Inorganic ion transport and metabolism	COG1971		Putative Mn2+ efflux pump MntP
R. intestinalis	UP	ROSINTL182_RS05465	[O] Posttranslational modification, protein turnover, chaperones	COG0309		Hydrogenase maturation factor
R. intestinalis	UP	ROSINTL182_RS05470	[K] Transcription	COG1522		DNA-binding transcriptional regulator, Lrp family
R. intestinalis	UP	ROSINTL182_RS05475	[E] Amino acid transport and metabolism	COG0436	KO:K10907	Aspartate/methionine/tyrosine aminotransferase
R. intestinalis	UP	ROSINTL182_RS05480	[J] Translation, ribosomal structure and biogenesis	COG0219	KO:K03216	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain
R. intestinalis	UP	ROSINTL182_RS05490	[R] General function prediction only - [P] Inorganic ion transport and metabolism	COG1122	KO:K16787	Energy-coupling factor transporter ATP-binding protein EcfA2
R. intestinalis	UP	ROSINTL182_RS05495	[H] Coenzyme transport and metabolism	COG0619	KO:K16785	Energy-coupling factor transporter transmembrane protein EcfT
R. intestinalis	UP	ROSINTL182_RS05500	[J] Translation, ribosomal structure and biogenesis	COG0101	KO:K06173	tRNA U38,U39,U40 pseudouridine synthase TruA
R. intestinalis	DOWN	ROSINTL182_RS05630	[K] Transcription	COG4189		Predicted transcriptional regulator
R. intestinalis	DOWN	ROSINTL182_RS05645	[C] Energy production and conversion	COG1882	KO:K00656	Pyruvate-formate lyase
R. intestinalis	DOWN	ROSINTL182_RS05660	[I] Lipid transport and metabolism	COG1307		Fatty acid-binding protein DegV (function unknown)
R. intestinalis	UP	ROSINTL182_RS05690	[S] Function unknown	COG4466		Uncharacterized protein Veg
R. intestinalis	DOWN	ROSINTL182_RS05725	[M] Cell wall/membrane/envelope biogenesis	COG0707	KO:K03429	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
R. intestinalis	DOWN	ROSINTL182_RS05740	[G] Carbohydrate transport and metabolism	COG1653	KO:K17234	ABC-type glycerol-3-phosphate transport system, periplasmic component
R. intestinalis	UP	ROSINTL182_RS05895	[E] Amino acid transport and metabolism	COG0112	KO:K00600	Glycine/serine hydroxymethyltransferase
R. intestinalis	DOWN	ROSINTL182_RS05910	[O] Posttranslational modification, protein turnover, chaperones	COG0641	KO:K06871	Sulfatase maturation enzyme AslB, radical SAM superfamily
R. intestinalis	UP	ROSINTL182_RS06035	[G] Carbohydrate transport and metabolism	COG1312	KO:K01686	D-mannonate dehydratase
R. intestinalis	UP	ROSINTL182_RS06080				
R. intestinalis	UP	ROSINTL182_RS06220				
R. intestinalis	UP	ROSINTL182_RS06295	[R] General function prediction only	COG1373	KO:K07133	Predicted ATPase, AAA+ superfamily
R. intestinalis	UP	ROSINTL182_RS06325			KO:K02004	
R. intestinalis	DOWN	ROSINTL182_RS06640	[L] Replication, recombination and repair	COG0629	KO:K03111	Single-stranded DNA-binding protein
R. intestinalis	UP	ROSINTL182_RS06660	[G] Carbohydrate transport and metabolism	COG3693	KO:K01181	Endo-1,4-beta-xylanase, GH35 family
R. intestinalis	UP	ROSINTL182_RS06705	[G] Carbohydrate transport and metabolism	COG0524	KO:K00847	Sugar or nucleoside kinase, ribokinase family
R. intestinalis	UP	ROSINTL182_RS06710				
R. intestinalis	DOWN	ROSINTL182_RS06745	[M] Cell wall/membrane/envelope biogenesis	COG0463		Glycosyltransferase involved in cell wall bisynthesis
R. intestinalis	DOWN	ROSINTL182_RS06750	[R] General function prediction only - [E] Amino acid transport and metabolism	COG1063		Threonine dehydrogenase or related Zn-dependent dehydrogenase
R. intestinalis	DOWN	ROSINTL182_RS06760				
R. intestinalis	DOWN	ROSINTL182_RS06765	[H] Coenzyme transport and metabolism - [E] Amino acid transport and metabolism	COG0028	KO:K01652	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
R. intestinalis	DOWN	ROSINTL182_RS06770	[M] Cell wall/membrane/envelope biogenesis	COG0399	KO:K12452	dTDP-4-amino-4,6-dideoxygalactose transaminase
R. intestinalis	DOWN	ROSINTL182_RS06780				
R. intestinalis	DOWN	ROSINTL182_RS06785				
R. intestinalis	DOWN	ROSINTL182_RS06795				
R. intestinalis	DOWN	ROSINTL182_RS06800	[M] Cell wall/membrane/envelope biogenesis - [G] Carbohydrate transport and metabolism	COG1134	KO:K09693	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
R. intestinalis	DOWN	ROSINTL182_RS06805	[M] Cell wall/membrane/envelope biogenesis - [G] Carbohydrate transport and metabolism	COG1682	KO:K09692	ABC-type polysaccharide/polyol phosphate export permease
R. intestinalis	DOWN	ROSINTL182_RS06810				
R. intestinalis	DOWN	ROSINTL182_RS06860	[M] Cell wall/membrane/envelope biogenesis	COG3307		O-antigen ligase
R. intestinalis	DOWN	ROSINTL182_RS06865				
R. intestinalis	DOWN	ROSINTL182_RS06875				
R. intestinalis	DOWN	ROSINTL182_RS06880				
